bias_r,bias_z,bias_h,weight_xr,weight_xz,weight_xh,weight_hr,weight_hz,weight_hh,bias_rw,conn0,conn1,conn2,fitness
-2.654713695259964,2.3782012765553286,0.5246752936558075,3.5050985035215865,-0.5556032585989956,0.9581053408446305,-2.423341145211688,-4.700957810412469,-0.5796765739174257,2.2581306202599567,-1.5917728062294891,-2.6617061457433424,-3.176651690784304,0.8333333333333334
-2.654713695259964,2.3782012765553286,0.5246752936558075,3.5518576660185057,-0.5556032585989956,0.9581053408446305,-2.423341145211688,-4.700957810412469,-0.19858090919845592,2.2581306202599567,-1.5917728062294891,-2.6617061457433424,-3.176651690784304,0.8333333333333334
-2.654713695259964,2.3782012765553286,0.5246752936558075,3.5050985035215865,-0.5556032585989956,0.9581053408446305,-2.423341145211688,-4.700957810412469,-0.5796765739174257,2.2581306202599567,-1.5917728062294891,-2.6617061457433424,-3.176651690784304,0.8333333333333334
-2.8773924382271345,2.456086505824781,0.5246752936558075,-4.081224100287697,-0.2411797948633615,0.9581053408446305,0.9096299939617329,-4.5511468505146215,-0.7912673193034168,2.2581306202599567,-1.5917728062294891,-2.81058612961959,-3.181079425247636,0.8888888888888888
-1.3657327790943492,2.456086505824781,0.5246752936558075,-4.081224100287697,-0.07943744335749114,0.9581053408446305,1.124391910537886,-4.5511468505146215,-0.5796765739174257,2.2581306202599567,-1.5917728062294891,-3.2984389429566274,-3.176651690784304,0.8888888888888888
-2.8773924382271345,2.456086505824781,0.5246752936558075,-4.081224100287697,-0.2411797948633615,0.9581053408446305,1.8175640317780175,-4.549994024262833,-0.7912673193034168,2.2581306202599567,-1.5917728062294891,-2.81058612961959,-3.181079425247636,0.8888888888888888
-1.3657327790943492,2.456086505824781,0.5246752936558075,-4.081224100287697,0.0542717167353379,0.9581053408446305,1.124391910537886,-4.5511468505146215,-0.5796765739174257,2.2581306202599567,-1.5917728062294891,-3.2984389429566274,-3.176651690784304,0.8888888888888888
-2.3100045438953165,2.456086505824781,0.5246752936558075,-4.081224100287697,-0.07943744335749114,0.9581053408446305,1.124391910537886,-4.5511468505146215,-0.6079364393765427,2.2581306202599567,-1.5917728062294891,-2.81058612961959,-3.176651690784304,0.8333333333333334
-2.8773924382271345,2.456086505824781,0.5246752936558075,-3.8088349512547843,-0.2411797948633615,0.9581053408446305,1.8175640317780175,-4.549994024262833,-0.7912673193034168,2.2581306202599567,-1.5917728062294891,-2.81058612961959,-3.181079425247636,0.8888888888888888
-2.8773924382271345,2.456086505824781,0.5246752936558075,-4.081224100287697,-0.22932124309579663,0.9581053408446305,1.8175640317780175,-4.335724152332218,-0.7912673193034168,2.2581306202599567,-1.5917728062294891,-2.81058612961959,-3.181079425247636,0.8333333333333334
-2.8773924382271345,2.456086505824781,0.5246752936558075,-4.162179605317925,-0.2411797948633615,0.9581053408446305,1.9630932942565986,-4.549994024262833,-0.7912673193034168,2.2581306202599567,-1.5917728062294891,-2.81058612961959,-3.181079425247636,0.8888888888888888
-2.654713695259964,2.3782012765553286,0.5246752936558075,3.5050985035215865,-0.5556032585989956,0.9581053408446305,-2.423341145211688,-4.700957810412469,-0.5796765739174257,2.2581306202599567,-1.5917728062294891,-2.6617061457433424,-3.176651690784304,0.8333333333333334
-1.3657327790943492,2.456086505824781,0.5246752936558075,-4.081224100287697,-0.07943744335749114,0.9581053408446305,1.124391910537886,-4.5511468505146215,-0.5796765739174257,2.2581306202599567,-1.5917728062294891,-3.2984389429566274,-3.176651690784304,0.8888888888888888
-2.8773924382271345,2.456086505824781,0.5246752936558075,-4.081224100287697,-0.2411797948633615,0.9581053408446305,1.8175640317780175,-4.549994024262833,-0.7912673193034168,2.2581306202599567,-1.5917728062294891,-2.81058612961959,-3.181079425247636,0.8888888888888888
-1.3657327790943492,2.456086505824781,0.5246752936558075,-4.081224100287697,-0.07943744335749114,0.9581053408446305,1.124391910537886,-4.5511468505146215,-0.5796765739174257,2.2581306202599567,-1.5917728062294891,-3.2984389429566274,-3.176651690784304,0.8888888888888888
-1.3657327790943492,2.456086505824781,0.5246752936558075,-4.2217204541775555,-0.07943744335749114,0.9581053408446305,1.124391910537886,-4.5511468505146215,-0.5796765739174257,2.2581306202599567,-1.5917728062294891,-3.2984389429566274,-3.176651690784304,0.8888888888888888
-1.3657327790943492,2.456086505824781,0.5246752936558075,-4.044917950619976,0.25640823131751844,0.9581053408446305,1.124391910537886,-4.138076296721839,-0.6092728673772553,2.2581306202599567,-1.5917728062294891,-3.2984389429566274,-3.176651690784304,0.8333333333333334
-1.3657327790943492,2.456086505824781,0.5246752936558075,-4.109611391932278,-0.07943744335749114,0.9581053408446305,1.124391910537886,-4.5511468505146215,-0.6528228195036965,2.2581306202599567,-1.5917728062294891,-3.2984389429566274,-3.176651690784304,0.8888888888888888
-1.3657327790943492,2.456086505824781,0.5246752936558075,-4.081224100287697,-0.07943744335749114,0.9502625433906009,1.124391910537886,-4.500159704470436,-0.5796765739174257,2.2581306202599567,-1.5917728062294891,-3.2984389429566274,-3.176651690784304,0.9444444444444444
-1.3657327790943492,2.456086505824781,0.5246752936558075,-4.081224100287697,-0.18377141748259393,0.9581053408446305,1.124391910537886,-4.250027982616803,-0.5796765739174257,2.2581306202599567,-1.5917728062294891,-3.2984389429566274,-3.204544629151011,0.9444444444444444
-1.3657327790943492,2.456086505824781,0.5246752936558075,-4.081224100287697,-0.19451349146128083,0.9581053408446305,0.8133496134180465,-4.250027982616803,-0.5796765739174257,2.2581306202599567,-1.5917728062294891,-3.2984389429566274,-3.176651690784304,0.9444444444444444
-1.3657327790943492,2.456086505824781,0.5246752936558075,-4.081224100287697,-0.07943744335749114,0.9502625433906009,1.124391910537886,-4.500159704470436,-0.5796765739174257,2.2581306202599567,-1.5917728062294891,-3.2984389429566274,-3.176651690784304,0.9444444444444444
-1.3657327790943492,2.456086505824781,0.5246752936558075,-4.081224100287697,-0.19451349146128083,0.9581053408446305,0.8133496134180465,-4.250027982616803,-0.5796765739174257,2.2581306202599567,-1.5917728062294891,-3.2984389429566274,-3.176651690784304,0.9444444444444444
-1.3657327790943492,2.456086505824781,0.5246752936558075,-4.081224100287697,-0.07943744335749114,0.9581053408446305,1.124391910537886,-4.5511468505146215,-0.5796765739174257,2.2581306202599567,-1.5917728062294891,-3.2984389429566274,-3.176651690784304,0.8888888888888888
-2.8773924382271345,2.456086505824781,0.5246752936558075,-4.081224100287697,-0.2411797948633615,0.9581053408446305,1.8175640317780175,-4.549994024262833,-0.7912673193034168,2.2581306202599567,-1.5917728062294891,-2.81058612961959,-3.181079425247636,0.8888888888888888
-1.3657327790943492,2.456086505824781,0.5246752936558075,-4.31993281569404,-0.07943744335749114,0.9502625433906009,1.124391910537886,-4.500159704470436,-0.5796765739174257,2.2581306202599567,-1.5917728062294891,-3.2984389429566274,-3.176651690784304,0.8888888888888888
-1.3657327790943492,2.456086505824781,0.5246752936558075,-4.081224100287697,-0.07943744335749114,0.9502625433906009,1.124391910537886,-4.324527170455337,-0.6914372169214139,2.2581306202599567,-1.5917728062294891,-3.2984389429566274,-3.176651690784304,0.8888888888888888
-1.3657327790943492,2.456086505824781,0.5246752936558075,-3.853666478286486,-0.0465405546508269,0.9502625433906009,1.2067890722559895,-4.500159704470436,-0.5768808427234171,2.2581306202599567,-1.5917728062294891,-3.1766706168086043,-3.176651690784304,0.8888888888888888
-1.3657327790943492,2.456086505824781,0.5246752936558075,-4.081224100287697,-0.07943744335749114,0.9502625433906009,1.124391910537886,-4.500159704470436,-0.5796765739174257,2.2581306202599567,-1.5917728062294891,-3.2984389429566274,-3.176651690784304,0.9444444444444444
-1.3657327790943492,2.456086505824781,0.5246752936558075,-4.081224100287697,-0.12525637601638334,0.9502625433906009,0.9352299787023368,-4.324527170455337,-0.5796765739174257,2.2581306202599567,-1.5917728062294891,-3.312338066601184,-3.176651690784304,0.9444444444444444
