classes	fitness	bias_r	bias_z	bias_h	weight_xr	weight_xz	weight_xh	weight_hr	weight_hz	weight_hh	bias_rw	conn0	conn1	conn2
NN	1.0	1.62758	1.30038	2.03092	-1.15863	-1.10385	2.37533	-2.82378	0.01991	-0.90121	2.60129	-3.02635	-1.73261	-5.24343
NN	1.0	1.62758	1.30038	2.03092	-1.45564	-1.12149	2.37533	-2.82378	-0.01295	-0.98262	2.60129	-3.01567	-1.73261	-5.24343
NN	1.0	1.62758	1.30038	2.03092	-0.9287	-1.12149	2.39822	-2.82378	-0.01295	-0.79007	2.60129	-3.02635	-1.73261	-5.24343
NN	1.0	1.62758	1.30038	2.03092	-1.15863	-1.12149	2.31095	-2.82378	-0.01295	-0.93781	2.60129	-3.02635	-1.73261	-5.24343
NN	1.0	1.62758	1.30038	2.03092	-1.15863	-1.12149	2.37533	-2.66209	-0.01295	-0.93781	2.60129	-3.02635	-1.73261	-5.24343
NN	1.0	1.62758	1.30038	2.03092	-1.22333	-1.12149	2.37533	-2.82378	-0.01295	-0.87663	2.60129	-3.02635	-1.73261	-5.24343
NN	1.0	1.81363	1.30038	2.03092	-0.05239	-1.06985	2.34963	-2.67048	0.17857	-0.98047	2.60129	-3.02635	-1.79386	-5.24343
NN	1.0	1.75191	1.30038	2.03092	-1.2154	-1.12149	2.37533	-2.82378	-0.13324	-0.88074	2.60129	-2.92358	-1.73261	-4.99157
NN	1.0	1.75191	1.30038	2.03092	-1.15863	-1.06324	2.37533	-2.82378	-0.01295	-0.93781	2.60129	-2.92358	-1.73261	-4.99157
NN	1.0	1.75191	1.30038	2.03092	-0.97261	-1.12149	2.34736	-2.82378	-0.01295	-0.93781	2.60129	-2.92358	-1.73261	-4.99157
NN	1.0	1.5594	1.30038	2.03092	-1.15863	-1.12149	2.37533	-2.82378	-0.01295	-0.95746	2.60129	-2.92358	-1.73146	-4.99157
NN	1.0	1.75191	1.30038	2.03092	-1.15863	-1.12149	2.37533	-2.82378	-0.01295	-0.94165	2.60129	-2.92358	-1.73261	-4.99157
NN	1.0	1.75191	1.30038	2.03092	-1.15863	-1.04211	2.37533	-2.82378	-0.01295	-0.93781	2.60129	-2.92358	-1.73261	-4.99157
NN	1.0	1.75191	1.30038	2.03092	-1.30992	-1.12149	2.37533	-2.82378	-0.01295	-0.93781	2.60129	-2.92358	-1.73261	-4.99157
NN	1.0	1.75191	1.30038	2.03092	-1.15863	-1.12149	2.37533	-2.82378	-0.01295	-0.87182	2.60129	-2.92358	-1.73261	-4.99157
PP	1.0	2.27593	1.49888	-0.62297	1.15591	2.66581	1.68823	0.97491	-2.90938	-1.60025	1.59878	1.96308	4.08074	-2.88958
PP	1.0	-0.33541	1.24514	0.09383	0.26961	0.27871	1.3541	1.46469	2.23444	-1.94128	-0.37073	4.56054	5.27854	-6.0
PP	1.0	-0.33541	1.24514	0.09383	0.35001	0.27871	1.40357	1.44041	2.11194	-1.94128	-0.37073	4.37446	5.27854	-5.96054
PP	1.0	-0.33541	1.24514	0.09383	0.25822	0.36769	1.3541	1.44041	2.11194	-1.78339	-0.37073	4.11918	5.35941	-6.0
PP	1.0	-0.56875	1.27297	0.09383	0.52505	0.27871	1.41516	1.44041	1.8764	-2.06474	-0.37073	4.37446	5.27854	-5.96054
PP	1.0	-0.56875	1.27297	0.09383	0.52505	0.30789	1.41516	1.44041	1.8764	-2.06474	-0.37073	4.37446	5.27854	-5.96054
PP	1.0	-0.33541	1.18495	0.09383	0.19098	0.27871	1.3541	1.40524	2.21002	-1.84512	-0.37073	4.08023	5.31805	-6.0
PP	1.0	-0.56875	1.27297	0.09383	0.52505	0.27871	1.41516	1.44041	1.95204	-2.06474	-0.37073	4.37446	5.27854	-5.96054
PP	1.0	-0.56875	1.27297	0.09383	0.52505	0.1995	1.41516	1.66099	1.8764	-2.00378	-0.37073	4.37446	5.27854	-6.0
PP	1.0	-0.56875	1.27297	0.09383	0.52505	0.27871	1.41516	1.44041	1.95204	-2.06474	-0.37073	4.15837	5.27854	-5.96054
PP	1.0	-0.56875	1.27297	0.09383	0.52505	0.27871	1.41516	1.3005	1.95204	-2.06474	-0.37073	4.37446	5.27854	-6.0
PP	1.0	0.13841	1.31995	-0.12828	-2.29791	0.09248	2.67038	-0.95821	1.51088	1.08056	0.73586	0.71217	2.65751	-2.98995
PP	1.0	0.13841	1.31995	-0.12828	-2.29791	0.23327	2.67038	-0.95821	1.51088	1.08056	0.73586	0.71217	2.65751	-2.98995
PP	1.0	0.13841	1.31995	-0.12828	-2.29791	0.10069	2.67038	-0.95821	1.51088	1.08056	0.73586	0.71217	2.65751	-2.98995
PP	1.0	0.13841	1.31995	-0.12828	-2.04522	0.09248	2.67038	-0.95821	1.51088	1.08056	0.73586	0.71217	2.65751	-2.98995
PP	1.0	0.13841	1.31995	-0.12828	-2.21288	0.09248	2.67038	-0.95821	1.51088	1.08056	0.73586	0.71217	2.65751	-2.98995
PP	1.0	0.13841	1.31995	-0.12828	-2.29791	0.09248	2.67038	-0.73529	1.51088	1.08056	0.73586	0.71217	2.65751	-2.98995
PP	1.0	0.13841	1.31995	-0.12828	-2.21288	0.02913	2.67038	-0.95821	1.51088	1.08056	0.73586	0.71217	2.65751	-2.98995
PP	1.0	0.13841	1.31995	-0.12828	-2.29791	0.09248	2.67038	-0.95821	1.51088	1.04501	0.73586	0.71217	2.65751	-2.98995
PP	1.0	0.13841	1.31995	-0.12828	-2.29791	0.09248	2.67038	-0.85925	1.51088	1.08056	0.73586	0.71217	2.65751	-2.98995
PP	1.0	0.13841	1.31995	-0.12828	-2.29791	0.09248	2.67038	-0.95821	1.51088	1.08056	0.73586	0.71217	2.64642	-2.98995
NN	1.0	-0.87048	1.39231	0.48846	0.56845	0.4662	1.83748	1.38668	-1.88693	-1.64676	1.17161	-3.22851	-1.90414	-5.72741
NN	1.0	-0.87048	1.39231	0.48846	0.38415	0.4662	1.79734	1.38668	-1.71524	-1.64676	1.17161	-3.22851	-1.90414	-5.65529
NN	1.0	-0.87048	1.39231	0.48846	0.38415	0.4662	1.79734	1.38668	-1.88693	0.22832	1.17161	-3.22851	-1.90414	-5.72741
PP	1.0	0.13841	1.31995	-0.12828	-2.21288	0.24317	2.67038	-0.97805	1.51088	1.15133	0.73586	0.71217	2.65751	-2.98995
PP	1.0	0.13841	1.31995	-0.12828	-2.28939	0.09248	2.67038	-0.95821	1.60779	1.08056	0.73586	0.71217	2.65751	-2.98995
PP	1.0	0.13841	1.31995	-0.12828	-2.04522	0.09248	2.67038	-1.02912	1.51088	1.08056	0.73586	0.71217	2.65751	-2.98995
PP	1.0	0.13841	1.31995	-0.12828	-2.44032	0.09248	2.67038	-0.95821	1.58708	1.28323	0.73586	0.71217	2.65751	-2.98995
PP	1.0	0.13841	1.31995	-0.12828	-2.18231	-0.15083	2.67038	-1.05241	1.60779	1.08056	0.73586	0.71217	2.65751	-2.98995
PP	1.0	0.13841	1.31995	-0.12828	-2.21288	0.24317	2.67038	-0.97805	1.51088	1.11506	0.73586	0.71217	2.65751	-2.98995
PP	1.0	0.13841	1.31995	-0.12828	-2.08423	0.09248	2.67038	-0.95821	1.51088	1.08056	0.73586	0.71217	2.65751	-2.98995
PP	1.0	0.13841	1.31995	-0.12828	-2.21288	-0.13995	2.67038	-0.95821	1.51088	1.08056	0.73586	0.71217	2.65751	-2.98995
PP	1.0	0.13841	1.36602	-0.12828	-2.28939	0.09248	2.67038	-0.95821	1.60779	1.08056	0.73586	0.71217	2.65751	-2.98995
NN	1.0	-0.87048	1.39231	0.48846	0.38415	0.4662	1.79734	1.38668	-1.91968	-1.64676	1.17161	-3.22851	-1.90414	-5.65529
NN	1.0	-0.87048	1.39231	0.48846	0.44488	0.4662	1.79734	1.38668	-1.91968	-1.64676	1.17161	-3.22851	-1.90414	-5.65529
NN	1.0	-0.79354	1.39231	0.48846	0.38415	0.28715	1.78088	1.38668	-1.71017	-1.64676	1.17161	-3.22851	-1.90414	-5.49635
NN	1.0	-0.87048	1.39231	0.48846	0.38415	0.4662	1.79734	1.38668	-1.71524	-1.64676	1.17161	-3.22355	-1.90414	-5.65529
NN	1.0	-0.79354	1.39231	0.48846	0.38415	0.4662	1.78088	1.38668	-1.71524	-1.64676	1.17161	-3.22851	-1.90414	-5.65529
NN	1.0	-0.87048	1.39231	0.48846	0.28009	0.4662	1.79734	1.38668	-1.71524	-1.64676	1.17161	-3.22851	-1.90414	-5.65529
NN	1.0	-0.62744	1.39231	0.48846	0.38415	0.49834	1.79734	1.38668	-1.71524	-1.64676	1.17161	-3.22355	-1.90414	-5.65529
NN	1.0	-0.79354	1.39231	0.48846	0.20579	0.4662	1.78088	1.38668	-1.64306	-1.64676	1.17161	-3.22851	-1.90414	-5.65529
NN	1.0	-0.87048	1.39231	0.48846	0.32174	0.4662	1.79734	1.43179	-1.71524	-1.64676	1.17161	-3.22851	-1.90414	-5.65529
NN	1.0	-0.87048	1.39231	0.48846	0.38415	0.4662	1.83186	1.38668	-1.81122	-1.64676	1.17161	-3.22851	-1.90414	-5.6965
NN	1.0	-0.47574	1.39231	0.48846	0.38415	0.4662	1.67555	1.64407	-1.63004	0.0939	1.17161	-3.2197	-1.90414	-5.65529
PP	1.0	0.13841	1.31995	-0.12828	-2.28939	0.09248	2.67038	-0.8832	1.60779	1.06723	0.73586	0.71217	2.65751	-2.98995
PP	1.0	0.13841	1.31995	-0.12828	-2.21288	0.24317	2.67038	-0.97805	1.77733	1.11506	0.73586	0.71217	2.65751	-2.98995
PP	1.0	0.19464	1.31995	-0.12828	-2.21288	0.24317	2.67038	-0.97805	1.51088	1.11506	0.73586	0.71217	2.65751	-2.98995
PP	1.0	0.13841	1.31995	-0.12828	-2.28939	0.09248	2.67038	-0.80992	1.60779	1.06723	0.73586	0.71217	2.65751	-2.98995
PP	1.0	0.13841	1.31995	-0.12828	-2.21288	0.28237	2.67038	-0.97805	1.51088	1.15133	0.73586	0.71217	2.65751	-2.98995
PP	1.0	0.13841	1.31995	-0.12828	-2.21288	0.24317	2.67038	-0.97805	1.34516	1.15133	0.73586	0.71217	2.65751	-2.98995
PP	1.0	0.13841	1.31995	-0.12828	-2.23882	0.24317	2.67038	-0.97805	1.51088	1.15133	0.73586	0.71217	2.65751	-2.98995
PP	1.0	0.13841	1.31995	-0.12828	-2.21288	0.24317	2.67038	-0.97805	1.51088	1.0886	0.73586	0.71217	2.65751	-3.00529
PP	1.0	0.13841	1.31995	-0.12828	-2.38034	0.24317	2.67038	-0.97805	1.51088	1.15133	0.73586	0.71217	2.65751	-2.98995
PP	1.0	-0.89303	1.59464	-0.58131	2.40529	0.48698	1.34918	0.77651	0.09514	-0.26321	1.05163	4.63973	1.90598	-4.4693
PP	1.0	-0.89303	1.75875	-0.58131	2.5546	0.09265	1.30266	0.4357	0.33824	-0.26321	1.117	4.63973	1.90598	-4.67554
PP	1.0	-0.89303	1.75875	-0.58131	2.66626	0.09265	1.30266	0.44326	0.33824	-0.26321	1.117	4.63973	1.90598	-4.67554
PP	1.0	-0.89303	1.75875	-0.58131	2.5546	0.09265	1.30266	0.44339	0.33824	-0.25611	1.117	4.63973	1.90598	-4.67554
PP	1.0	-1.49387	1.75875	-0.58131	2.58372	0.09265	1.30266	-0.36128	0.33824	-0.25611	1.117	4.63973	1.90598	-4.67554
PP	1.0	-0.89303	1.75875	-0.58131	1.25746	0.09265	1.30266	0.4357	0.33824	-0.26321	1.117	4.63973	1.90598	-4.67554
PP	1.0	-1.00416	1.75875	-0.58131	2.5546	-0.04471	1.30266	0.42128	0.33824	-0.25172	1.117	4.63973	1.90598	-4.75466
PP	1.0	-1.70176	1.75875	-0.58131	2.62064	0.09265	1.30266	0.4357	0.34956	-0.34387	1.117	4.63973	1.90598	-4.67554
PP	1.0	-1.49387	1.75875	-0.58131	2.58372	0.09265	1.30266	-0.36128	0.43252	-0.30956	1.117	4.63973	1.90598	-4.67554
PP	1.0	-1.49387	1.75875	-0.58131	2.58372	0.09265	1.30266	-0.36128	0.33824	-0.39937	1.117	4.63973	1.90598	-4.67554
PP	1.0	-1.49387	1.75875	-0.58131	2.68558	0.07069	1.30266	-0.36128	0.43252	-0.25611	1.117	4.63973	1.90598	-4.67554
PP	1.0	1.03049	1.75875	-0.58131	2.5546	0.09265	1.30266	0.4357	0.33824	-0.26321	1.117	4.63973	1.90598	-4.67554
PP	1.0	-0.89303	1.75875	-0.58131	2.69964	0.09265	1.30266	0.4357	0.33824	-0.26321	1.117	4.63973	1.90598	-4.67554
PP	1.0	-1.49387	1.75875	-0.58131	2.58372	0.09265	1.30266	-0.36128	0.53143	-0.30956	1.117	4.63973	1.90598	-4.67554
PP	1.0	-1.49387	1.75875	-0.58131	2.57739	0.09265	1.30266	-0.36128	0.53143	-0.30956	1.117	4.63973	1.90598	-4.67554
PP	1.0	-0.89303	1.75875	-0.58131	2.5546	0.09265	1.30266	0.4357	0.09443	-0.26321	1.117	4.63973	1.90598	-4.67554
PP	1.0	-1.49387	1.75875	-0.58131	2.6989	0.09265	1.30266	-0.36128	0.33824	-0.25611	1.117	4.63973	1.90598	-4.67554
PP	1.0	-1.68923	1.75875	-0.58131	2.5546	0.09265	1.03215	2.47936	0.33824	-0.26321	1.117	5.82814	1.90598	-4.67554
PP	1.0	-1.67105	1.75875	-0.58131	2.62064	0.09265	1.3067	0.4357	0.34956	-0.34387	1.117	4.70148	1.90598	-4.67554
PP	1.0	-1.67105	1.75875	-0.58131	2.62064	0.09265	1.30266	0.4357	0.16229	-0.34387	1.117	4.70148	1.90598	-4.67554
PP	1.0	0.69103	1.75875	-0.58131	2.58372	0.09265	1.30266	-0.36128	0.53143	-0.30956	1.117	4.63973	1.90598	-4.67554
PP	1.0	-1.49387	1.75875	-0.58131	2.67786	0.09265	1.30266	-0.49532	0.73747	-0.30956	1.117	4.63973	1.90598	-4.67554
PP	1.0	-1.23198	1.75875	-0.58131	2.62064	0.09265	1.30266	0.4357	0.34956	-0.34387	1.117	4.70148	1.90598	-4.67554
PP	1.0	-1.49387	1.75875	-0.58131	2.68168	0.09265	1.30266	-0.36128	0.53143	-0.30956	1.117	4.63973	1.90598	-4.67554
PP	1.0	-1.49387	1.75875	-0.58131	2.58372	0.09265	1.30266	0.08809	0.53143	-0.30956	1.117	4.63973	1.90598	-4.67554
PP	1.0	-1.05511	1.75875	-0.58131	2.62064	0.09265	1.3067	0.4357	0.23406	-0.34387	1.117	4.70148	1.90598	-4.67554
PP	1.0	-1.05511	1.75875	-0.58131	2.62064	0.09265	1.3067	0.4357	0.34956	-0.34387	1.117	4.70148	1.90598	-4.67554
PP	1.0	-1.05511	1.75875	-0.58131	2.62064	0.09265	1.3067	0.66736	0.34956	-0.34387	1.117	4.70148	1.82995	-4.67554
PP	1.0	-1.05511	1.75875	-0.58131	2.62064	0.09265	1.3067	0.2942	0.34956	-0.35063	1.117	4.70148	1.90598	-4.67554
PP	1.0	-0.74951	1.75875	-0.58131	2.53065	0.14646	1.30266	0.46401	0.33824	-0.26321	1.117	4.63973	1.90598	-4.67554
PP	1.0	-1.53273	1.75875	-0.58131	2.62064	0.09265	1.3067	0.2942	0.34956	-0.34786	1.117	4.70148	1.90598	-4.67554
PP	1.0	-0.89303	1.75875	-0.58131	2.53065	0.14646	1.30266	0.71086	0.33824	-0.26321	1.117	4.63973	1.90598	-4.67554
PP	1.0	-1.49387	1.75875	-0.58131	2.58372	0.09265	1.30266	0.05908	0.53143	-0.30956	1.117	4.70293	1.90598	-4.67554
PP	1.0	-1.05511	1.75875	-0.58131	2.62064	0.24822	1.3067	0.4357	0.64347	-0.34387	1.117	4.70148	1.90598	-4.67554
PP	1.0	-1.49387	1.75875	-0.58131	2.58372	0.0697	1.30266	-0.10987	0.53143	-0.30956	1.117	4.63973	1.90598	-4.67554
PP	1.0	-1.05511	1.75875	-0.58131	2.62064	0.09265	1.3067	0.66736	0.34956	-0.34387	1.117	4.70148	1.90598	-4.67554
PP	1.0	-1.05511	1.75875	-0.58131	2.62064	0.09265	1.3067	0.66978	0.40837	-0.34387	1.117	4.70148	1.90598	-4.67554
PP	1.0	-0.38546	1.75875	-0.58131	2.62064	0.09265	1.3067	0.4357	0.31594	-0.46789	1.117	4.70148	1.90598	-4.67554
PP	1.0	-1.05511	1.75875	-0.58131	2.62064	0.09265	1.44745	0.66736	0.34956	-0.34387	1.117	4.70148	1.90598	-5.4001
PP	1.0	1.14945	1.75875	-0.58131	2.58372	0.09265	1.30266	-0.36128	0.53143	-0.30956	1.117	4.63973	1.90598	-4.67554
PP	1.0	-0.39306	1.75875	-0.58131	2.62064	0.09265	1.3067	0.4357	0.23406	-0.34387	1.117	4.70148	1.90598	-4.67554
PP	1.0	-0.44225	1.75875	-0.58131	2.62064	0.09265	1.3067	0.66736	0.34956	-0.34669	1.117	4.70148	1.90598	-4.67554
PP	1.0	1.17261	1.75875	-0.58131	2.62064	0.09265	1.3067	0.4357	0.23406	-0.34387	1.117	4.70148	1.90598	-4.67554
PP	1.0	-0.89303	1.75875	-0.58131	2.53065	0.32022	1.30266	0.4357	0.30277	-0.26321	1.117	4.63973	1.90598	-4.67554
PP	1.0	-1.49387	1.75875	-0.58131	2.58372	0.0697	1.30266	-0.10987	0.42875	-0.30956	1.117	4.63973	1.90598	-4.67554
PP	1.0	-1.05511	1.75875	-0.58131	2.62064	0.09265	1.3067	0.4357	0.04397	-0.34387	1.117	4.70148	1.90598	-4.67554
PP	1.0	-1.49387	1.75875	-0.58131	2.58372	0.0697	1.30266	-0.10987	0.42875	-0.30956	1.117	4.73298	1.90598	-4.67554
PP	1.0	-1.05511	1.75875	-0.58131	2.40176	0.09265	1.3067	0.4357	0.23406	-0.34387	1.117	4.70148	1.90598	-4.67554
PP	1.0	-1.05511	1.75875	-0.58131	2.49376	0.09265	1.3067	0.4357	0.23406	-0.34387	1.117	4.70148	1.90598	-4.67554
PP	1.0	-1.49387	1.75875	-0.58131	2.58372	0.0697	1.30266	0.03671	0.42875	-0.30956	1.117	4.73298	1.90598	-4.67554
PP	1.0	-1.05511	1.70617	-0.58131	2.62064	0.09265	1.3067	0.2942	0.34956	-0.35063	1.13112	4.70148	1.90598	-4.67554
PP	1.0	-1.05511	1.75875	-0.58131	2.5731	0.00692	1.3067	0.4357	0.39752	-0.34387	1.117	4.70148	1.90598	-4.67554
PP	1.0	-1.49387	1.67759	-0.58131	2.58372	0.09265	1.30266	-0.36128	0.53143	-0.30956	1.117	4.63973	1.90598	-4.67554
PP	1.0	-1.49387	1.75875	-0.58131	2.58372	0.09265	1.30266	-0.24845	0.53143	-0.30956	1.117	4.63973	1.90598	-4.67554
PP	1.0	-1.05511	1.7259	-0.58131	2.62064	0.09265	1.3067	0.2942	0.45395	-0.35063	1.13112	4.70148	1.90598	-4.67554
PP	1.0	-1.03977	1.75875	-0.58131	2.58085	0.09265	1.3067	0.4357	0.23406	-0.34387	1.117	4.70148	1.90598	-4.67554
PP	1.0	-1.05511	1.75875	-0.58131	2.49376	0.09265	1.3067	-0.89562	0.37871	-0.34387	1.117	4.70148	1.90598	-4.67554
PP	1.0	-1.05511	1.70617	-0.58131	2.62064	0.29805	1.3067	0.2942	0.50199	-0.35063	1.13112	4.70148	1.90598	-4.67554
PP	1.0	-1.05511	1.70617	-0.58131	2.62064	0.21851	1.3067	0.2942	0.16888	-0.35063	1.13112	4.70148	1.90598	-4.67554
PP	1.0	-1.49387	1.75875	-0.58131	2.49906	0.09265	1.30266	-0.10655	0.40472	-0.37488	1.117	4.63973	1.90598	-4.47123
PP	1.0	-1.05511	1.70617	-0.58131	2.62064	0.09265	1.3067	0.45538	0.34956	-0.35063	1.13112	4.70148	1.90598	-4.67554
PP	1.0	-1.49387	1.75875	-0.58131	2.58372	0.00173	1.30266	-0.45931	0.42875	-0.30956	1.117	4.63973	1.90598	-4.67554
PP	1.0	-0.41318	1.70617	-0.58131	2.62064	0.19617	1.3067	0.2942	0.34956	-0.35063	1.13112	4.70148	1.90598	-4.67554
PP	1.0	-1.49387	1.75875	-0.58131	2.56091	0.09265	1.30266	-0.10655	0.40472	-0.37488	1.117	4.63973	1.90598	-4.47123
PP	1.0	-1.49387	1.75875	-0.58131	2.55985	0.09265	1.30266	-0.10655	0.40472	-0.37488	1.117	4.63973	1.90598	-4.47123
PP	1.0	-1.05511	1.70617	-0.58131	2.62064	0.09265	1.3067	0.45538	0.39261	-0.35063	1.13112	4.70148	1.90598	-4.67554
PP	1.0	-1.49387	1.75875	-0.58131	2.58372	0.0697	1.30266	-0.10987	0.52129	-0.30956	1.117	4.63973	1.90598	-4.67554
PP	1.0	-1.49387	1.75875	-0.58131	2.70986	0.09265	1.30266	-0.25602	0.40472	-0.49347	1.117	4.63973	1.90598	-4.47123
PP	1.0	-1.49387	1.75875	-0.58131	2.58372	0.0697	1.30266	-0.40743	0.34658	-0.25736	1.117	4.63973	1.90598	-4.67554
PP	1.0	1.63101	1.75875	-0.49101	2.58372	0.09431	1.20067	-2.20555	0.42875	-0.30956	1.117	4.63973	1.90598	-4.67554
PP	1.0	0.72137	1.75875	-0.49101	2.58372	0.0697	1.20067	-2.20555	0.42875	-0.30956	1.117	4.63973	1.90598	-4.67554
PP	1.0	0.34301	1.75875	-0.49101	2.93014	0.0697	1.20067	-2.20555	0.42875	-0.30956	1.117	4.63973	1.90598	-4.67554
PP	1.0	0.3553	1.75875	-0.49101	3.1792	0.0697	1.24429	-2.20555	0.42875	-0.30956	1.117	4.63973	1.90598	-4.67554
PP	1.0	0.72137	1.75875	-0.49101	2.25817	0.0697	1.20067	-2.20555	0.42875	-0.30956	1.117	4.63973	1.90598	-4.67554
PP	1.0	0.59952	1.75875	-0.49101	2.58372	0.0697	1.20067	-2.20555	0.42875	-0.30956	1.117	4.63973	1.90598	-4.67554
PP	1.0	0.72137	1.75875	-0.49101	2.62287	0.0697	1.20067	0.51789	0.42875	-0.30956	1.117	4.63973	1.90598	-4.67554
PP	1.0	0.72137	1.75875	-0.49101	2.58372	0.0697	1.20067	-2.20555	0.42875	-0.30956	1.117	4.64946	1.90598	-4.67554
PP	1.0	0.72137	1.75875	-0.49101	2.37073	0.0697	1.20067	-2.20555	0.42875	-0.30956	1.117	4.63973	1.90598	-4.67554
PP	1.0	0.34301	1.75875	-0.49101	3.1792	-0.08179	1.20067	-2.20555	0.42875	-0.30956	1.117	4.63973	1.90598	-4.67554
PP	1.0	1.63101	1.75875	-0.49101	2.40698	0.09431	1.20067	-2.20555	0.42875	-0.30956	1.117	4.63973	1.90598	-4.67554
NP	1.0	2.81891	2.3047	-1.38612	-0.70703	-0.54957	-2.95691	-1.65077	0.36286	-3.90754	1.37391	-3.29637	2.85647	-3.29721
NP	1.0	2.81891	2.4005	-1.38612	-0.70703	-0.36761	-2.89051	-1.59378	0.35906	-4.01932	1.37391	-3.29637	2.76632	-3.29721
NP	1.0	2.97117	2.3047	-1.38612	-0.7503	-0.54957	-2.93092	-1.65077	0.37514	-3.85136	1.37391	-3.50706	2.85647	-3.5588
NP	1.0	3.0	2.3047	-1.33435	-0.70703	-0.64848	-2.93092	-1.65077	0.43447	-3.85136	1.37391	-3.29637	3.03012	-3.5588
NP	1.0	3.0	2.3047	-1.33435	-0.68088	-0.54957	-2.98978	-1.65077	0.66339	-3.85136	1.37391	-3.29637	2.85647	-3.5588
NP	1.0	2.97117	2.3047	-1.33435	-0.68088	-0.43806	-2.98978	-1.65077	0.66339	-3.85136	1.37391	-3.29637	2.85647	-3.5588
NP	1.0	2.97117	2.3047	-1.33435	-0.70703	-0.60819	-2.9449	-1.65077	0.55808	-3.85136	1.37391	-3.29637	2.89793	-3.5588
NP	1.0	2.97117	2.3047	-1.33435	-0.70703	-0.54957	-2.93092	-1.65077	0.55808	-3.88071	1.37391	-3.29637	2.85647	-3.42972
NP	1.0	2.97117	2.37402	-1.33435	-0.944	-0.54957	-2.93092	-1.65077	0.55808	-3.85136	1.37391	-3.29637	2.85647	-3.5588
NP	1.0	2.97117	2.37402	-1.33435	-0.82113	-0.54957	-2.93092	-1.65077	0.55808	-3.85136	1.37391	-3.29637	2.85647	-3.5588
NP	1.0	2.81891	2.4005	-1.38612	-0.70703	-0.4454	-2.89051	0.03177	0.81335	-3.797	1.37391	-3.37074	2.76632	-3.29721
NP	1.0	2.45279	2.3047	-1.33435	-0.56685	-0.60819	-2.9449	-1.65077	0.55808	-3.85136	1.37391	-3.29637	2.89793	-3.5588
NP	1.0	2.97117	2.3047	-1.33435	-0.70703	-0.37655	-2.93092	-1.65077	0.55808	-3.88071	1.37391	-3.29637	2.85647	-3.5588
NP	1.0	2.90912	2.37402	-1.33435	-0.944	-0.54957	-2.93092	-1.65077	0.55808	-3.85136	1.37391	-3.29637	2.85647	-3.5588
NP	1.0	2.81891	2.4005	-1.38612	-0.70703	-0.37065	-2.89051	0.03177	0.81335	-3.98506	1.37391	-3.37074	2.76632	-3.29721
NP	1.0	2.97117	2.3047	-1.33435	-0.70703	-0.54957	-2.93092	0.99583	0.55808	-3.88071	1.37391	-3.29637	2.85647	-3.42972
NP	1.0	2.97117	2.3047	-1.33435	-0.31765	-0.54957	-2.93092	-1.65077	0.55808	-4.00866	1.37391	-3.29637	2.85647	-3.42972
NP	1.0	2.1684	2.4005	-1.38612	-0.74941	-0.37065	-2.8573	0.09026	0.81335	-3.84611	1.37391	-3.37074	2.76632	-3.29721
NP	1.0	3.0	2.3047	-1.33435	-0.70703	-0.54957	-2.93092	-1.65077	0.55808	-3.88071	1.37391	-3.29637	2.85647	-3.42972
NP	1.0	3.0	2.3047	-1.33435	-0.70703	-0.54957	-2.93092	-1.65077	0.46968	-3.85136	1.39578	-3.29637	2.85647	-3.5588
NP	1.0	2.97117	2.44658	-1.33435	-0.31765	-0.54957	-2.93092	-1.65077	0.34642	-4.00866	1.37391	-3.29637	2.85647	-3.42972
NP	1.0	2.97117	2.3047	-1.33435	-0.31765	-0.54957	-2.93092	-1.65077	0.55808	-3.70423	1.37391	-3.29637	2.85647	-3.42972
NP	1.0	2.97117	2.3047	-1.33435	-0.31765	-0.56254	-2.93092	-1.65077	0.55808	-4.00866	1.37391	-3.29637	2.85647	-3.42972
NP	1.0	2.97117	2.3047	-1.33435	-0.31765	-0.54957	-2.93092	-1.65077	0.55808	-3.97045	1.37391	-3.29637	2.85647	-3.42972
NP	1.0	2.97117	2.3047	-1.33435	-0.58787	-0.62867	-2.93092	-1.65077	0.48664	-4.22164	1.37391	-3.29637	2.85647	-3.32863
NP	1.0	2.76138	2.3047	-1.33435	-0.31765	-0.54957	-2.93092	-1.65077	0.71981	-3.799	1.37391	-3.29637	2.85647	-3.42972
NP	1.0	2.97117	2.3047	-1.33435	-0.31765	-0.62867	-2.93092	-1.41242	0.55808	-4.09631	1.37391	-3.29637	2.85647	-3.32863
NP	1.0	2.97117	2.44658	-1.33435	-0.31928	-0.54957	-2.93092	-1.78401	0.34642	-4.04227	1.37391	-3.29637	2.85647	-3.42972
NP	1.0	2.59019	2.4005	-1.38612	-0.52046	-0.37065	-2.90142	0.03177	0.81335	-3.98506	1.37391	-3.37074	2.76632	-3.29721
NP	1.0	2.97117	2.44658	-1.33435	-0.67587	-0.54957	-2.93092	-1.65077	0.39326	-4.00866	1.37391	-3.29637	2.85647	-3.42972
NP	1.0	2.97117	2.3047	-1.33435	-0.31765	-0.54957	-2.93092	-1.65077	0.59933	-3.98533	1.37391	-3.29637	2.85647	-3.42972
NP	1.0	2.97117	2.3047	-1.33435	-2.15905	-0.54957	-3.00587	-1.65077	0.55808	-4.00866	1.37391	-3.29637	2.85647	-3.42972
NP	1.0	2.97117	2.3047	-1.33435	-0.31765	-0.54957	-2.93092	-1.65077	0.43197	-4.00866	1.37391	-3.29637	2.85647	-3.42972
