classes	fitness	bias_r	bias_z	bias_h	weight_xr	weight_xz	weight_xh	weight_hr	weight_hz	weight_hh	bias_rw	conn0	conn1	conn2
PP	1.0	1.00813	1.1028	-0.10409	-2.6117	-0.69029	1.18795	-1.8108	1.86224	0.56347	0.28151	2.9525	3.46498	-6.0
PP	1.0	1.00813	1.47281	-0.10409	-2.94086	-0.69029	1.18795	-1.8108	1.57063	0.56347	0.28151	2.9525	3.46498	-5.93636
PP	1.0	1.31243	1.5517	-0.10409	-2.6117	-0.82459	1.18795	-1.78124	1.42902	0.52826	0.28151	3.05332	3.39111	-6.0
PP	1.0	1.08683	1.47281	-0.10409	-3.22407	-0.84458	1.18055	-1.8108	1.42902	0.66426	0.28151	2.9525	3.46498	-5.93636
PP	1.0	1.00813	1.47281	-0.10409	-2.94086	-0.84458	1.18055	-1.8108	1.42902	0.66426	0.28151	2.9525	3.46498	-5.93636
PP	1.0	1.00813	1.47281	-0.10409	-2.81654	-0.84377	1.18055	-2.01668	1.33123	0.66426	0.28151	2.9525	3.46498	-5.93636
PP	1.0	1.00813	1.47281	-0.10409	-2.6117	-0.86606	1.18795	-1.8108	1.42902	0.54195	0.28151	2.9525	3.46498	-6.0
PP	1.0	1.00813	1.47281	-0.10409	-2.94086	-0.84458	1.18055	-1.74938	1.42902	0.66426	0.28151	2.9525	3.46498	-5.93636
PP	1.0	1.08683	1.47281	-0.10409	-3.22407	-1.04266	1.18055	-1.8108	1.42902	0.66426	0.28151	2.9525	3.46498	-5.93636
PP	1.0	1.08683	1.47281	-0.10409	-3.22407	-0.84458	1.18055	-1.88331	1.49256	0.53577	0.28151	2.9525	3.46498	-5.93636
PP	1.0	1.00813	1.47281	-0.10409	-2.81462	-0.84458	1.18055	-1.8108	1.42902	0.43409	0.28151	3.10445	3.46498	-6.0
PP	1.0	1.00813	1.47281	-0.10409	-2.75576	-0.86606	1.18795	-1.8108	1.53615	0.54195	0.28151	2.9525	3.46498	-6.0
PP	1.0	0.82538	1.47281	-0.10409	-2.81654	-0.96229	1.18055	-2.01668	1.42902	0.79064	0.28151	2.9525	3.46498	-5.92165
PP	1.0	1.00813	1.47281	-0.10409	-2.94086	-1.05721	1.18055	-1.8108	1.42902	0.66426	0.28151	2.9525	3.46498	-5.93636
PP	1.0	1.93026	2.11182	-1.34414	-0.70503	-0.08314	1.69227	-0.63453	1.13036	-1.17379	1.5977	4.98081	1.59199	-4.26944
PP	1.0	2.17221	2.11182	-1.34414	-0.80376	-0.08314	1.69227	-0.55722	1.20719	-1.0463	1.5977	4.98081	1.59199	-4.26944
PP	1.0	-0.69607	2.11182	-1.76126	2.08791	0.1572	2.02691	-1.48079	0.25269	-1.24475	1.54746	5.24446	1.50775	-3.99337
PP	1.0	1.93026	2.11182	-1.34414	-0.70503	-0.09811	1.69227	-0.26839	1.20719	-1.0463	1.5977	4.98081	1.59199	-4.26944
PP	1.0	1.93026	2.11182	-1.34414	-0.70503	-0.08314	1.69227	-0.63453	1.20719	-1.0463	1.5977	4.98081	1.59199	-4.26944
PP	1.0	1.37289	2.11182	-1.34414	-0.70503	-0.08314	1.61674	-0.63453	1.62366	-1.11293	1.5977	4.98081	1.59199	-4.26944
PP	1.0	1.93026	2.11182	-1.34414	-0.70503	-0.08619	1.69227	-0.63453	1.20719	-1.0463	1.5977	4.98081	1.59199	-4.35165
PP	1.0	1.52422	2.11182	-1.76126	1.08471	0.1599	2.02691	-1.17369	0.25269	-1.39788	1.54746	5.24446	1.50775	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.5409	0.19424	2.10245	-1.17369	0.36437	-1.39788	1.54746	5.37618	1.50775	-3.99337
PP	1.0	1.37289	2.11182	-1.34414	-0.70503	-0.08314	1.61674	-0.63453	1.62366	-1.13076	1.5977	4.98081	1.59199	-4.26944
PP	1.0	1.52422	2.11182	-1.76126	1.48826	0.19424	2.10245	-1.17369	0.25269	-1.27811	1.54746	5.24446	1.50775	-4.14711
PP	1.0	1.52422	2.11182	-1.76126	1.5409	0.20359	2.10245	-1.17369	0.36437	-1.5331	1.54746	5.37618	1.50775	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.5409	0.19424	2.10245	-0.69226	0.36437	-1.39788	1.54746	5.37618	1.50775	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.5409	0.20359	2.10245	-1.17369	0.56246	-1.5331	1.54746	5.37618	1.50775	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.5409	0.20359	2.10245	-1.18042	0.36437	-1.5331	1.54746	5.37618	1.50775	-3.99337
PP	1.0	1.59992	2.12667	-1.76126	1.5409	0.20359	2.10245	-1.17369	0.36437	-1.63429	1.54746	5.37618	1.50775	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.5409	0.20359	2.10245	-1.17369	0.19231	-1.39788	1.54746	5.37618	1.50775	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.5409	0.20359	2.11006	-1.17369	0.36437	-1.90838	1.54746	5.37618	1.50775	-3.99337
PP	1.0	1.93026	2.11182	-1.34414	1.49965	0.21315	1.68303	-0.55499	1.7074	-1.19052	1.5977	4.98081	2.00919	-4.02437
PP	1.0	1.93026	2.11182	-1.34414	1.37258	0.21315	1.68303	-0.55499	1.7074	-1.19052	1.5977	4.98081	2.00919	-4.02437
PP	1.0	2.10205	2.11182	-1.76126	2.0177	0.12559	2.02691	-1.33052	0.15312	-1.00708	1.54746	5.24446	1.43752	-3.99337
PP	1.0	1.93026	2.11182	-1.34414	-0.41002	-0.18237	1.69485	2.16271	1.62366	-1.20966	1.5977	4.98081	1.59199	-4.07715
PP	1.0	1.52422	2.11182	-1.76126	1.5409	0.20359	2.10245	-1.17369	0.34227	-1.5331	1.54746	5.37618	1.50775	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.5409	0.20359	2.03111	-0.94659	-0.07385	-1.5331	1.54746	5.37618	1.50775	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.5409	0.20359	2.03111	-0.94659	-0.21677	-1.5331	1.54746	5.37618	1.50775	-3.99337
PP	1.0	1.57498	2.11182	-1.76126	1.5409	0.20359	2.10245	-1.17369	0.87788	-1.45802	1.54746	5.37618	1.50775	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.59875	0.20359	2.10245	1.02731	0.06818	-1.5331	1.54746	5.3505	1.50775	-3.99337
PP	1.0	1.64892	2.11182	-1.34414	1.37258	0.10233	1.68303	-1.19108	1.75165	-1.46958	1.5977	4.98081	2.00919	-4.02437
PP	1.0	1.52422	2.11182	-1.76126	1.5409	0.15132	2.10245	-1.17369	0.69641	-1.5331	1.54746	5.37618	1.50775	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.684	0.15422	2.10245	-1.17369	0.34227	-1.41918	1.54746	5.14473	1.50775	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.62578	0.15422	2.10245	-1.17369	0.34227	-1.41918	1.54746	5.14473	1.50775	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.23749	0.20359	2.10245	-1.17369	0.56246	-1.52256	1.54746	5.37618	1.50775	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.64991	0.15422	2.10245	-0.75314	0.34227	-1.32643	1.54746	5.14473	1.50775	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.5409	0.20359	2.10245	-1.17369	0.68278	-1.5331	1.54746	5.37618	1.50775	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.5409	0.2156	2.10245	-1.17369	0.34227	-1.5331	1.54746	5.37618	1.50775	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.5409	-0.01113	2.10245	-1.17369	0.69641	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.73408	0.15422	2.10245	-0.88331	0.34227	-1.41918	1.54746	5.14473	1.50775	-3.99337
PP	1.0	1.83777	2.11182	-1.76126	1.5409	0.20778	2.10245	-0.59931	0.56246	-1.5331	1.54746	5.37618	1.50775	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.62228	0.20359	2.10245	-1.17369	0.56246	-1.5331	1.54746	5.37618	1.50775	-3.99337
PP	1.0	1.93026	2.11182	-1.34414	1.37258	0.10233	1.68303	-1.19108	1.75165	-1.46958	1.5977	4.98081	2.00919	-4.02437
PP	1.0	2.07927	2.11182	-1.34414	1.33579	0.07546	1.68303	-0.39334	1.65347	-1.54039	1.5977	4.98081	2.00919	-4.02437
PP	1.0	2.88037	2.40805	-1.34414	-0.82967	-0.21029	1.68221	-0.49685	1.45222	-1.47396	1.56638	4.91143	1.71136	-4.17243
PP	1.0	2.07927	2.11182	-1.34414	1.4974	0.07546	1.68303	-0.09916	1.65347	-1.46958	1.5977	4.98081	2.00919	-4.09082
PP	1.0	1.93026	2.11182	-1.34414	1.55575	0.10233	1.60642	-1.38683	1.75165	-1.50242	1.5977	4.98081	2.00919	-4.02437
PP	1.0	0.75349	2.11182	-1.76126	1.94438	0.01752	2.02691	-1.39212	0.69176	-1.00708	1.54746	5.24446	1.37864	-3.99337
NN	1.0	1.6795	2.45072	1.08157	-0.83407	0.35201	1.63366	-2.4035	0.00437	-1.12938	1.54098	-4.82819	-2.00992	-5.16129
NN	1.0	1.15069	2.45072	1.08157	-1.10307	0.35201	1.63366	-2.4035	0.00437	-1.12938	1.55267	-4.82819	-2.00992	-5.16129
PP	1.0	1.52422	2.11182	-1.76126	1.60804	-0.01113	2.10245	-0.96993	0.69641	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.60804	-0.01113	2.10245	-1.09642	0.69641	-1.24566	1.54746	5.37618	1.32712	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.5409	-0.01113	2.10245	1.45039	0.69641	-1.5331	1.54746	5.43029	1.32712	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.5409	-0.01113	2.10245	-0.95116	0.69641	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.62245	-0.01113	2.10245	-0.95116	0.69641	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.81054	-0.01113	2.12838	-0.95116	0.69641	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	2.33263	2.40805	-1.34414	-0.74625	-0.21029	1.68221	-0.49685	2.1216	-1.47396	1.56638	4.91143	1.98028	-4.17243
PP	1.0	2.88037	2.40805	-1.34414	-0.77076	-0.21029	1.68221	0.57245	1.97269	-1.46614	1.56638	4.91143	1.98028	-4.17243
PP	1.0	2.35483	2.11182	-1.76126	1.60804	-0.01113	2.10245	-1.09642	0.69641	-1.5331	1.54746	5.37618	1.32712	-3.75136
PP	1.0	1.52422	2.11182	-1.76126	1.841	-0.01113	2.10245	-1.34586	0.59452	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	1.04503	2.11182	-1.76126	1.94438	0.06609	2.02691	-1.39212	0.37033	-1.06214	1.54746	5.24446	1.37864	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.5409	-0.01113	2.10245	-1.34586	0.69641	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.66749	-0.01113	2.10245	-1.34586	0.65069	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.841	-0.01113	2.10245	1.59207	0.59452	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	2.08567	-0.01113	2.10245	-1.34586	0.58048	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	0.13038	2.11182	-1.76126	1.2698	-0.01113	2.10245	-1.25203	0.83524	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.841	-0.01113	2.10245	-1.34063	0.59452	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	1.52422	2.16477	-1.76126	1.5409	-0.01113	2.10245	-1.34586	0.69641	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.5409	-0.01113	2.20645	-1.34586	0.69641	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.841	0.08615	2.10245	-1.34586	0.59452	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.5409	-0.01113	2.10245	-1.58913	0.65069	-1.5331	1.54746	5.37618	1.32712	-3.99337
NN	1.0	0.94625	2.45072	1.08157	-1.10307	0.30345	1.63366	-2.66696	-0.13135	-1.12938	1.53004	-4.73607	-2.00992	-5.16129
NN	1.0	0.94625	2.45072	1.08157	-1.10307	0.30345	1.63366	-2.66696	-0.13135	-1.12938	1.53004	-4.73607	-2.00992	-5.26337
NN	1.0	1.15069	2.44122	1.08157	-0.72915	0.30345	1.63366	-2.26725	0.00437	-1.12938	1.53004	-4.73607	-2.00992	-5.16129
NN	1.0	0.94625	2.45072	1.08157	-1.21296	0.30345	1.63366	-2.66696	-0.13135	-1.12938	1.53004	-4.73607	-2.00992	-5.1904
NN	1.0	1.28566	2.45072	1.08157	-1.16693	0.30345	1.63366	-0.54873	-0.03563	-1.12938	1.53004	-4.73607	-2.00992	-5.16129
NN	1.0	1.28566	2.45072	1.06731	-1.10307	0.30345	1.63366	-0.54873	0.00437	-1.12938	1.53004	-4.73607	-2.00992	-5.16129
PP	1.0	0.13038	2.11182	-1.76126	1.2698	-0.01113	2.10245	-1.25203	0.29708	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	0.24693	2.11182	-1.76126	1.2698	-0.01113	2.10245	-1.25203	0.83524	-1.5331	1.54746	5.37618	1.32712	-3.83135
PP	1.0	-0.48378	2.11182	-1.76126	1.2698	-0.01113	2.10245	-1.25203	0.54488	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	0.13038	2.11182	-1.76126	1.2698	0.18596	2.12466	-1.25203	0.54488	-1.5331	1.54746	5.37618	1.32712	-4.06672
PP	1.0	1.52422	2.11182	-1.76126	1.51778	-0.01113	2.10245	-1.34586	0.59452	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	1.04503	2.11182	-1.76126	1.94438	0.06609	2.02691	-1.39212	0.24375	-1.06214	1.54746	5.24446	1.37864	-3.99337
PP	1.0	0.13038	2.11182	-1.76126	1.2698	-0.01113	2.10245	-1.11712	0.29708	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	0.13038	2.11182	-1.76126	1.01424	-0.01113	2.10245	-1.25203	0.54488	-1.5331	1.51993	5.37618	1.32712	-3.99337
PP	1.0	1.04503	2.11182	-1.76126	2.05684	0.06609	2.02691	-1.41971	0.37033	-1.06214	1.54746	5.24446	1.37864	-3.89727
PP	1.0	1.04503	2.11182	-1.76126	2.05981	0.06609	2.02691	-0.99047	0.20059	-1.06214	1.54746	5.24446	1.37864	-3.99337
PP	1.0	0.19948	2.11182	-1.76126	1.2698	-0.01113	2.10245	0.60014	0.29708	-1.63159	1.54746	5.37618	1.44468	-3.99337
PP	1.0	0.89359	2.11182	-1.76126	1.45406	-0.01113	2.10245	-1.25203	0.54488	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	0.13038	2.06833	-1.76126	1.1822	-0.01113	2.10245	-1.25203	0.29708	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	0.13038	2.11182	-1.76126	1.2698	-0.01113	2.10245	-1.25203	0.54488	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	0.13038	2.11182	-1.76126	1.1909	-0.01113	2.10245	-1.14158	0.29708	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	0.4479	2.11182	-1.76126	1.39986	-0.01113	2.10245	-0.39419	0.83524	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	0.4479	2.11182	-1.76126	1.38337	-0.01113	2.10245	-1.1768	0.83524	-1.5331	1.54746	5.38921	1.32712	-3.99337
PP	1.0	0.13038	2.11182	-1.76126	1.2698	-0.01113	2.10245	-1.2397	0.29708	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	0.13038	2.11182	-1.76126	1.2698	-0.01113	2.10245	-1.36652	0.54488	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.37714	-0.01113	2.10245	-0.96993	1.16747	-1.5331	1.54746	5.46827	1.32712	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.60804	-0.01113	2.10245	-0.96993	1.11773	-1.5331	1.54746	5.46827	1.32712	-3.99337
PP	1.0	1.52422	2.11182	-1.76126	1.42162	-0.01113	2.10245	-0.96993	1.07097	-1.5331	1.54746	5.46827	1.32712	-3.99337
PP	1.0	1.85771	2.11182	-1.76126	1.71304	-0.01113	2.10245	-1.13045	0.99922	-1.33504	1.54746	5.37618	1.32712	-3.99337
NN	1.0	1.28566	2.45072	1.06731	-1.10307	0.30345	1.63366	-0.57788	0.00437	-1.12938	1.53004	-4.73607	-2.00992	-5.16129
NN	1.0	1.16704	2.45072	1.08157	-1.10307	0.30345	1.63366	-2.66696	-0.13135	-1.12938	1.53004	-4.73607	-2.00992	-5.16129
NN	1.0	1.28566	2.45072	1.06731	-1.10307	0.30345	1.63366	-0.54873	0.00437	-1.13284	1.53004	-4.73607	-2.00992	-5.16129
NN	1.0	0.94625	2.45072	1.08157	-0.92505	0.30345	1.63366	-2.65497	-0.13135	-1.12938	1.53004	-4.73607	-2.00992	-5.16129
PP	1.0	-0.48378	2.11182	-1.76126	1.35445	-0.01113	2.10245	-1.25203	0.38851	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	0.13038	2.11182	-1.76126	1.2698	-0.03003	2.10245	-1.16902	0.29708	-1.5331	1.54746	5.4377	1.32712	-3.99337
PP	1.0	-0.48378	2.11182	-1.76126	1.35445	-0.01113	2.10245	-1.25203	0.38851	-1.64532	1.54746	5.37618	1.32712	-3.99337
PP	1.0	0.13038	2.11182	-1.76126	1.30935	-0.01113	2.17016	-1.20427	0.29708	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	0.13038	2.11182	-1.76126	1.2698	-0.01113	2.10245	-0.99587	0.29708	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	-0.6463	2.11182	-1.76126	1.35445	-0.01113	2.10245	-1.25203	0.37198	-1.64452	1.54746	5.37618	1.32712	-3.99337
PP	1.0	0.13038	2.11182	-1.76126	1.46656	-0.01113	2.10245	-1.11712	1.04981	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	-0.48378	2.11182	-1.76126	1.35445	-0.01113	2.10245	-1.25203	0.38851	-1.70489	1.54746	5.37618	1.32712	-3.99337
PP	1.0	0.13038	2.11182	-1.76126	1.2698	-0.01113	2.10245	-1.23037	0.29708	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	-0.07699	2.11182	-1.76126	1.2698	0.07161	2.10245	-1.25203	0.29708	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	0.20882	2.11182	-1.76126	1.2698	-0.01113	2.10245	-0.99587	0.29708	-1.40756	1.54746	5.37618	1.32712	-3.99337
PP	1.0	0.13038	2.11182	-1.76126	1.2698	-0.01113	2.10245	-1.87796	0.29708	-1.5331	1.54746	5.37618	1.32712	-3.99337
PP	1.0	1.06952	2.11182	-1.76126	2.04162	0.1572	2.02691	-1.08233	0.3592	-1.69162	1.54746	5.24446	1.37864	-3.63148
PP	1.0	1.06952	2.11182	-1.76126	2.04162	0.1572	2.00337	-1.08233	0.3592	-1.57947	1.54746	5.24446	1.37864	-3.63148
PP	1.0	1.06952	2.11182	-1.76126	0.77618	0.28469	2.02691	-1.08233	0.3592	-1.69162	1.54746	5.24446	1.37864	-3.63148
PP	1.0	1.06952	2.11182	-1.76126	1.96959	0.1572	2.02691	-1.07094	0.3592	-1.69162	1.54746	5.24446	1.37864	-3.63148
PP	1.0	1.06952	2.11182	-1.76126	2.00931	0.1572	2.02691	-0.90892	0.3592	-1.39602	1.54746	5.24446	1.37864	-3.63148
PP	1.0	1.06952	2.11182	-1.76126	2.04162	0.1572	2.02691	0.61214	0.39158	-1.13323	1.54746	5.24446	1.37864	-3.63148
PP	1.0	0.05034	2.11182	-1.70217	2.04162	0.1572	2.02691	-0.76685	0.3592	-1.69162	1.54746	5.24446	1.37864	-3.63148
NN	1.0	1.0361	2.45072	1.08157	-0.92505	0.30345	1.63366	-0.49806	-0.13135	-1.12938	1.53004	-4.73607	-2.00992	-5.16129
NN	1.0	0.71564	2.45072	1.06731	-0.82687	0.30345	1.63366	-0.54873	-0.09543	-1.12938	1.53004	-4.73607	-2.00992	-5.16129
NN	1.0	0.94625	2.45072	1.08157	-0.92505	0.30345	1.63055	-0.40904	-0.13135	-1.12938	1.53004	-4.73607	-2.00992	-5.16129
NN	1.0	1.28566	2.45072	1.06731	-0.90436	0.30345	1.63366	-3.23595	-0.01593	-1.13284	1.53004	-4.73607	-2.00992	-5.16129
NN	1.0	0.94625	2.45072	1.08157	-1.10307	0.30345	1.63366	1.08215	-0.0057	-1.12938	1.53004	-4.73146	-2.00992	-5.16129
NN	1.0	0.94625	2.45072	1.08157	-0.82709	0.30345	1.63366	-0.40904	-0.13135	-1.12938	1.53004	-4.73607	-2.00992	-5.16129
NN	1.0	0.94625	2.45072	1.08157	-0.71788	0.30824	1.63366	-2.56471	-0.09567	-1.12938	1.53004	-4.73607	-2.00992	-5.16129
NN	1.0	0.94625	2.45402	1.08157	-0.67944	0.30345	1.63366	-2.65497	-0.13135	-1.12938	1.53004	-4.73607	-2.00992	-5.16129
NN	1.0	1.04815	2.45072	1.08157	-0.92505	0.267	1.63366	0.04846	-0.13135	-1.12938	1.53004	-4.73607	-2.00992	-5.16129
NN	1.0	0.94625	2.45072	1.08157	-0.92505	0.30345	1.63366	-0.40904	-0.13135	-1.12938	1.53004	-4.73607	-2.00992	-5.16129
PP	1.0	-0.6463	2.11182	-1.76126	1.34651	-0.01113	2.10245	-1.25203	0.37198	-1.75811	1.54746	5.37618	1.32712	-3.99337
PP	1.0	-0.26144	2.11182	-1.76126	1.35445	-0.02862	2.10245	-1.25203	0.37198	-1.42644	1.54746	5.37618	1.32712	-3.99337
PP	1.0	-0.6463	2.11182	-1.76126	1.34651	-0.01113	2.10245	-1.25203	0.33079	-1.92412	1.54746	5.37618	1.32712	-3.99337
PP	1.0	-0.48378	2.11182	-1.76126	1.09868	0.12342	2.10245	-1.14598	0.4111	-1.64532	1.54746	5.37618	1.22684	-3.99337
PP	1.0	-0.26144	2.11182	-1.76126	1.61155	-0.02862	2.10245	-1.25203	0.37198	-1.42644	1.54746	5.37618	1.32712	-3.99337
PP	1.0	-0.6463	2.11182	-1.76126	1.50766	-0.01113	2.10245	-1.25203	0.32442	-1.75811	1.54746	5.37618	1.32712	-3.99337
PP	1.0	-0.6463	2.11182	-1.76126	1.34651	-0.01113	2.10245	-1.25203	0.48356	-1.75811	1.54746	5.37618	1.32712	-3.99337
PP	1.0	1.06952	2.11182	-1.76126	2.16062	0.24774	2.02691	1.71356	0.19795	-1.4	1.54746	5.24446	1.37864	-3.63148
PP	1.0	1.06952	2.11182	-1.76126	1.88281	0.16401	2.02691	1.65042	0.19795	-1.29086	1.54746	5.24446	1.37864	-3.63148
PP	1.0	1.06952	2.11182	-1.76126	1.83377	0.13093	2.02691	1.71356	0.38192	-1.24287	1.54746	5.24446	1.37864	-3.63148
PP	1.0	-0.96082	2.45867	-1.28903	3.67824	-0.82134	2.01258	-2.74034	1.98261	-1.57635	1.59239	4.67151	2.2147	-6.0
PP	1.0	-0.44297	2.45867	-1.34414	3.71117	-0.73949	2.01258	-2.71379	1.75499	-1.6003	1.59239	4.67151	2.28938	-6.0
PP	1.0	-0.63847	2.45867	-1.28903	3.32245	-0.77372	2.03257	0.00156	1.58366	-1.57635	1.59239	4.63897	2.2147	-6.0
PP	1.0	-0.63847	2.45867	-1.28903	3.32245	-0.67723	1.98364	-1.13821	1.9231	-1.35734	1.59239	4.63897	2.2147	-6.0
PP	1.0	-0.63847	2.54117	-1.28903	3.32245	-0.7903	2.03257	0.00621	1.58366	-1.57635	1.59239	4.63897	2.2147	-6.0
PP	1.0	-0.63847	2.54117	-1.28903	3.32245	-0.77372	2.03257	0.00621	1.58366	-1.57635	1.59239	4.63897	2.2147	-6.0
PP	1.0	-0.63847	2.54117	-1.28903	3.32245	-0.77372	1.71616	0.00621	1.58366	-1.57635	1.85235	4.63897	2.2147	-6.0
PP	1.0	-0.71908	2.54117	-1.28903	3.23042	-0.7903	2.03257	0.00621	1.58366	-1.57635	1.59239	4.63897	2.2147	-6.0
PP	1.0	-0.53892	2.54117	-1.28903	3.32245	-0.77372	2.03257	0.00621	1.58366	-1.57635	1.59239	4.63897	2.2147	-6.0
PP	1.0	-0.63847	2.54117	-1.28903	3.32245	-0.77372	2.03257	0.22013	1.58366	-1.57635	1.59239	4.63897	2.2147	-6.0
PP	1.0	-0.22436	2.45867	-1.28903	3.1009	-0.77372	2.03257	0.00156	1.70326	-1.57635	1.59239	4.63897	2.2147	-6.0
PP	1.0	-0.86421	2.54117	-1.28903	3.32245	-0.77372	2.03257	-0.10034	1.58366	-1.57635	1.59239	4.63897	2.2147	-6.0
PP	1.0	-0.63847	2.54117	-1.28903	3.28388	-0.7903	2.03257	-0.07211	1.58366	-1.57635	1.59239	4.63897	2.2147	-6.0
PP	1.0	-0.53892	2.54117	-1.28903	3.32245	-0.78719	2.03257	0.00621	1.58366	-1.57635	1.59239	4.63897	2.2147	-6.0
PP	1.0	-0.33098	2.54117	-1.28903	3.32245	-0.77372	2.03257	0.00621	1.58366	-1.57635	1.59239	4.63897	2.2147	-6.0
PP	1.0	-0.63847	2.54117	-1.30887	3.32245	-0.7903	2.03257	0.00621	1.65212	-1.57635	1.59239	4.63897	2.2147	-6.0
PP	1.0	-0.63847	2.54117	-1.28903	3.32245	-0.7903	2.03257	0.00621	1.75646	-1.57635	1.59239	4.63897	2.2147	-6.0
PP	1.0	-0.63847	2.45867	-1.28903	3.32245	-0.80113	2.03257	0.00156	1.58366	-1.57635	1.59239	4.63897	2.2147	-6.0
PP	1.0	-0.63847	2.54117	-1.28903	3.32245	-0.77372	2.03257	-0.13563	1.58366	-1.57635	1.59239	4.63897	2.2147	-6.0
PP	1.0	-0.63847	2.54117	-1.28903	3.32245	-0.81693	2.03257	0.11396	1.58366	-1.64439	1.59239	4.63897	2.15935	-6.0
PP	1.0	-0.63847	2.54117	-1.30887	3.12866	-0.7903	2.03257	0.00621	1.74601	-1.57635	1.59239	4.63897	2.2147	-6.0
PP	1.0	-0.63847	2.54117	-1.28903	3.32245	-0.77372	2.03257	0.00621	1.58366	-1.12079	1.59239	4.63897	1.99201	-6.0
PP	1.0	-0.63847	2.54117	-1.28903	3.32245	-0.77372	2.03257	0.22295	1.58366	-1.57635	1.59239	4.63897	2.2147	-6.0
PP	1.0	-0.63847	2.54117	-1.28903	3.20762	-0.81693	2.03257	0.00621	1.58366	-1.57635	1.59239	4.63897	2.15935	-6.0
PP	1.0	-0.63847	2.54117	-1.28903	3.32245	-0.77372	2.03257	0.00621	1.58366	-1.56888	1.59239	4.63897	2.2147	-6.0
PP	1.0	-0.63847	2.54117	-1.28903	3.32245	-0.76584	2.03257	0.00621	1.58366	-1.57635	1.59239	4.63897	2.2147	-6.0
PP	1.0	-0.63847	2.54117	-1.28903	3.45625	-0.91269	2.03257	0.00621	1.73434	-1.57635	1.59239	4.63897	2.2147	-6.0
